sentence	sentence_id	locale	reason
E quer saber, continuou ela, se lhe acontecerá alguma cousa ou não...	4be521859bf5ca497370def3f768fd06d12d6114d4d6b64889866d11d8a97d8a	pt	grammar-or-spelling
Nós viemos de La Pobla de Segur.	00c24ec64677554167c05f7af005bd75b7b42d1ba352989ab28e1e3c7ad42753	pt	different-language
Eu comprei um frango e dois pato.	83c63d8b4085b8d48a8d8da95776b6ed5b457ea1f4591b40794b40ec49ee7819	pt	grammar-or-spelling
Voce me quer	7bd2734a80c6481cf8e660ab19d1ae4b8dc39aa079eade069258f4b70624a6f2	pt	grammar-or-spelling
O mundo não foi feito tudo em um dia.	836db7fc2a0990da85ca66f7302605ae2378801e925820559dd14646ded448ca	pt	grammar-or-spelling
e o corpo fazia-se-me planta	779508f6bf605a29beea2b64c2cc7e73271aee645c946d3c02e96120d8c0e755	pt	grammar-or-spelling
Bady Bassitt	83a2f7e263a4986627793225e0ebb8c23e9504876d651cb6804d57cb7799929f	pt	different-language
Os figos querem água; as pêras e o melão, o vinho felló.	2bf13f2c4cbecd9b18e5b5bfc7da86959ca5b6db5ea27b19caeeb75bd8ce2025	pt	different-language
Nós viemos do baronato de Rialb.	2cbe1720d56863fb70841541d64a0a87645aa94a944e98493149cfe6a47dd303	pt	different-language
Nós viemos do baronato de Rialb.	2cbe1720d56863fb70841541d64a0a87645aa94a944e98493149cfe6a47dd303	pt	difficult-pronounce
Um ácer brilhante torna o ambiente inflado.	8d3e82283ba3ed9c711090286903b42265bf14e546f2b2f924eb8130afada6b7	pt	difficult-pronunciation
Agora você pode usar o novo tradutor da Softcatalà.	821f3ddf9e74988d7aac736eba0faf657452c480924051bd73954a3a09f406f1	pt	difficult-pronunciation
A Estação Asahikawa está aqui.	8b89b721659729296a8c7e7a285973b6579964bfca7103270e5eac79828b1d95	pt	difficult-pronunciation
Eu comprei um frango e dois pato.	83c63d8b4085b8d48a8d8da95776b6ed5b457ea1f4591b40794b40ec49ee7819	pt	grammar-or-spelling
Declaração de amor à beira Tejo	9fc4c0c79f44550f0e20c71bad4186accf94c64758f890beb50acf962c2f51ce	pt	difficult-pronunciation
General Maynard	a097abe05219bc0a6c0bf7a2bc4cafe3d570cb7653b340ac39adf6a1fe2e2e10	pt	difficult-pronunciation
Pavussu	96e7ea50720811a85287e1fad518e96711259edd7e41cfcc81cb2798a8889900	pt	difficult-pronunciation
Você não vê os belos e os cegos verem aonde ir juntos.	89a603a3e17c0b82843b0d0b5e3e358592d821239a93ea19a75b2bb977765d09	pt	grammar-or-spelling
Olá Ann.	9b5e128312bd909541dd5279bfab74fbababe2ab0414175c1bf897a8daae3c60	pt	difficult-pronunciation
Sento Sé	92dd7a8690ec42d098767ad7c5c441e4a2ab311242f981a24825bf1dd822910f	pt	grammar-or-spelling
Exu	915aa000a29d35caade32c6688c2c0357abea9a367d472786d45f9e5e229fa6c	pt	difficult-pronunciation
A namorada de Mlinar e a namorada do viúvo raramente sentem fome.	a22958ce3b369aa5e51dfe42816b4acf4be93862a0767a422cfc97b2fbfd304f	pt	difficult-pronunciation
Exposições e filmes que o Goethe-Institut permite emprestar às escolas.	9820a91e937fdd7495c4d4ad689fcbea4e24ae3eb8abbe793487025b0ced2fd0	pt	grammar-or-spelling
e o corpo fazia-se-me planta	779508f6bf605a29beea2b64c2cc7e73271aee645c946d3c02e96120d8c0e755	pt	grammar-or-spelling
Quem é Sarra Elgan?	95b0f0676bd0476672c6fa87203467511e3e93c0fc2685bf45dfd228ea6bf1a5	pt	grammar-or-spelling
Mais deve fortalecer a consciência de crise dos dias úteis	994636151b2e2370ba9122566a6014cedbe7fc2b51e6f9a96383dc3879e4b60f	pt	grammar-or-spelling
A música dos brams, contraponto da prostituta.	2f5e46b22c7db002bd5531416b132973006e4fa986744bb7d9900f136aa7b83d	pt	grammar-or-spelling
O sol saiu ou você me sorriu?	9d3fbf0eaaaa38913c96b8e96dbae318be9dd1faf2480d3d4a9aa154008d169e	pt	grammar-or-spelling
Mais onça do que entrega.	9f56a72b85f80bf0080f914258c6f5e589d5b7f8ea0cab51add652291c83aefe	pt	grammar-or-spelling
Hughes terá que se registrar como agressor sexual.	61b2db09b3d6d19c04828be9890f3872b24f31b05c724472572834ffff0543c1	pt	grammar-or-spelling
Quijingue	9862c0f807382f78d1c68a1536a3c36ce5f39d43519417f08f531a9292867238	pt	grammar-or-spelling
Kristjan encolheu os ombros.	96ae7379f5719d8a45c310c0f25f9d89adc1a127eaec2d2521571cf74aeee5ac	pt	grammar-or-spelling
La Neus rejeitou todas as honras.	a50106c91a2ea92f5d6cb679e8fa38fc9232dff04f0b0e52b78482778d1bbab5	pt	grammar-or-spelling
Lua brilhante, em chamas outro sarmento.	a26d296fae26a7c1aa5b07f10cdf10591a8a63d9ab635219520e533adb3a938f	pt	grammar-or-spelling
Reriutaba	3d65d93a4a816c5b9a506dc58147bf64efbb4bfb35ca8d50fb59672ba9c3af5e	pt	difficult-pronunciation
Precisa que a imigração aumenta.	a3646101746dbbad994341eca0a2d241085d9150f2d073ea7252a7fff07f6b87	pt	Não respeita os tempos verbais
Uma boca que não fala, Deus não ovo.	b00d762c9cc128b0e27923bc883ed91463f03734ee9229d25149b96643081714	pt	grammar-or-spelling
O raio chove e o riser o move.	a4f4861774992a021c876f7a71b39b6b2974d2a5276278aa1edd3443943e6e8b	pt	grammar-or-spelling
O que nos encontramos	d0b3a48971539e190fe07b7e7c54a8c86e7f69e4a9174479df9bc4a6b1d3b21a	pt	grammar-or-spelling
O homem que está lidando com amigos, ele nunca faltará fadiga.	bf0328fff147bb414a72bf27a537f0e929183e4002c5d7d1fe272599a6a2984d	pt	grammar-or-spelling
Quem não estrear no Natal, não vale a pena.	cb848acf66b1a96abb282242c7bc140f6466dcebb3e1683e77267de402b3a493	pt	difficult-pronounce
A Softcatalà está traduzindo suas páginas para o nosso idioma.	830ad98f9d06d345c0402018983c684f56c6e84c0c996513386864a09dde7967	pt	different-language
Para o que é feito, peito e para cima.	d7210f5c57cb000e54cbccb844bafa95eba4fbb999fa1d44af2a7287d760be76	pt	grammar-or-spelling
Pintado em um saco de serapilheira	eb48ff3636a409ce5809390aeeb5f2d0fe0732ae3057535eaa274bb2bacf8564	pt	grammar-or-spelling
Ovos de chocolate tornaram-se populares tempos vitorianos.	f9a8fc7fd461a6209dd20aa2f8a6589dd08d0a0ef995b4fd77d5ca35fcd21305	pt	grammar-or-spelling
Ele dirigiu-se em um navio chamado Bibavica.	0277021baf33a249e617172a40a5ebcd44e252ef41291f3bcddfd7291fb1602a	pt	grammar-or-spelling
Tudo pode fazer isso se quiser.	e27dacdd7dbf541ca498ee004dcede4526f772eb524ed4b40b2ecdfbd6b2bb22	pt	A oração não faz sentido.
O norte sempre usa o rabo.	fe225f78d659fabb405992f4ad78197935953181210272d7521c56fc68321b71	pt	frase sem sentido
Ele nunca chove, mas nos derrama.	0ba54676a91ecba52cf57c2eea8d8c75b4e4437165e1f9b26fe3fb364cf91282	pt	Frase sem sentido
De todos os santos no Natal perde o padeiro eles estão cheios.	0a7970f6f265f5c6d515effd8194db0b0a670e4e771922092b1d017772038f6c	pt	frase não faz sentido
Boa tarde a todos.	7d5a75567e542e47b5060cc8e4a20ca06dd9f60820d057b9b6c2c9662ea15746	pt	grammar-or-spelling
Coma pássaros sempre voam juntos.	0c1063f577813086f97ad2a21a1a5a96ebe3147cd8bd662e2c0fb3771c48b82c	pt	grammar-or-spelling
Eu comprei um frango e dois pato.	83c63d8b4085b8d48a8d8da95776b6ed5b457ea1f4591b40794b40ec49ee7819	pt	grammar-or-spelling
Ela é dez minutos para dois.	31a336cf2fc446c0072051a5540b81012b42f3b11ac837515ca580fb401ed32d	pt	grammar-or-spelling
O mar sempre se move, mas o fundo está quieto.	2f377fb0b70f7ca42399835558c6e12ff0a3b4030671642de6a13198a8d5d2fd	pt	grammar-or-spelling
Dor no tornozelo, filha branca.	1d3d04bb57d2afc1b0990fd941337a2b683c358695542c8244dbe1902ce91eec	pt	grammar-or-spelling
Quando a gaivota passa pelo jardim, entre na lenha, atire e feche a porta.	275a7bae8d08d024546c671b603bc8c291951a50c3aa16a5d1192dfd83d50bb4	pt	grammar-or-spelling
O que os médicos fazem, a terra cobre isso.	24af2e226c0887a917ad588c94151601d69754c9fd9964f4e368844f4edca1f5	pt	grammar-or-spelling
A vida está perdida para a vida.	301ac8fc134becf9b2f53e114982cfaaeab6e54d024317c652a33c0462c541f1	pt	grammar-or-spelling
Para pombo espinhoso, pérolas amargas.	24183576b336fdd4cef647cbdf5ba41d46eb0f33ea81bf9ef166b974a54ec22c	pt	grammar-or-spelling
Quando ele canta o pássaro, um sinal de mau tempo.	ef4b05accd7875a90fa63e2b5c70cc43d7c588f50c42616f89992995040685b4	pt	grammar-or-spelling
Coma pássaros sempre voam juntos.	0c1063f577813086f97ad2a21a1a5a96ebe3147cd8bd662e2c0fb3771c48b82c	pt	grammar-or-spelling
Obrigado para seu patrocínio de nossa loja.	53819d92b9db5169647c13fb7fd4a7e882e9e84422c52a242afc3125701f8790	pt	grammar-or-spelling
De Santa Caterina a Nadal, um mês igual.	2b408588eef4b0ef740477591d0491e0ad89900aacd45a187d01ace34c700947	pt	grammar-or-spelling
Eu entendo o que vai fazer aqueles malditos quando estão sozinhos.	1c43c267d13361820e33c2daa0f0757ca9285508a40a5e21e815c2d814555088	pt	grammar-or-spelling
Bem, eu quase saí quase!	2a17570d095280bc70d5ac79b3859e74b022dd1c9e01f815f3737cdb07d7de1e	pt	grammar-or-spelling
Área Rual do Mato Grosso do Sul	12b47861d1e15f612706169fcfe13e8a35aa6ee0d28ccd14e170d590260779d8	pt	grammar-or-spelling
Você está na próxima semana para assinar?	3595fc2f0bd0833ed052cd9253f923fcef8ba7001a20478e1c5437ac3660a195	pt	grammar-or-spelling
Aquele que espera é desespero.	20e2dc36a4a1adf265e14dda510dd34a463f7b4f27b82aacf86134313c36bdf8	pt	grammar-or-spelling
Ele então se juntou ao Kuomintang na política.	9b0b2abdfa30343bbc86c16f204477e178123daf30cf97b911e67984059684b1	pt	grammar-or-spelling
Ele então se juntou ao Kuomintang na política.	9b0b2abdfa30343bbc86c16f204477e178123daf30cf97b911e67984059684b1	pt	different-language
Ele então se juntou ao Kuomintang na política.	9b0b2abdfa30343bbc86c16f204477e178123daf30cf97b911e67984059684b1	pt	difficult-pronounce
Quando Deus quer, com todo o vento chove.	1a51d500a99864618b5cbd38ea0cf56b0e72d80a8ee0f6eb733c47695d4f64e3	pt	grammar-or-spelling
Animal voador, para a panela.	1d3469b1b62ee91ebd6ec37dd56c094c01b00336024aa80875f72925c5fac22b	pt	grammar-or-spelling
É mais difícil dobrar a mão como uma língua.	31c51fd01783a862eb8f3aefebfb923cc63197c6582e3af883871e9ba06eeaea	pt	grammar-or-spelling
Bonanza no mar e no fogo do céu, sangue e fogo.	215526e8c0764ba853073fb1327c15494c098047557bc5800d53c4eea02a8a9b	pt	grammar-or-spelling
Amigo de bom tempo muda com o vento.	33ff9ce162d2c791aff0a260922ffe9883a249cc3c193d2e4af90887e3c18125	pt	grammar-or-spelling
O que você está errado?	2ac4703810989c86f8a67a210d5a628f1e141c88420aba94e19596ad5e2d0dba	pt	grammar-or-spelling
Quão longe é para Londres?	3094b693821f0f00de0089b56addd85fb41638303a0d3e4758032a112b4a96e5	pt	grammar-or-spelling
Eu só quero te dar nada grande o suficiente!	da070474dab30859a607cdda54a6a0e01af68db01a8046b7d22fdf785cf2bb61	pt	grammar-or-spelling
A adaga é um orvalho, ela está batendo no cabelo.	2f5bf3e19eae8e55ca5a94c48234b8678b630012ae765db32e5b08b349186494	pt	grammar-or-spelling
Não é um bom marinheiro que não caiu cem vezes na água.	355b5b405e97f85d41074309a7f892f678accf4089c9fa7609718f73b1e36f54	pt	grammar-or-spelling
Para quem pouco é gasto, pouco é suficiente.	35b76756a8255ccdb0db580fa0fbbb1474ef37212dea44ec2d7e0555442bdca3	pt	grammar-or-spelling
Dia que acontece, dia que você é.	3605201c65c8775c48915e340b100d434bfe11d07ebc681f9009a9822b3d096b	pt	grammar-or-spelling
A guerra tem lindas flores e frutos perfumados.	29ad4f492849fd9dbc465a8ee43cff261996667271b25d781908471ef66f337f	pt	grammar-or-spelling
Beber e soprar juntos não pode ir.	32dd3cb10e4371072e980756985f97def55ea39b6dabb064d212e5da39dee4c2	pt	grammar-or-spelling
Ela agora gosta de sua preocupação no começo.	3ba7288c9226598c4fb82b4cfd66011df51488ea64f4db100c00b314115a0dd8	pt	grammar-or-spelling
Chuva de brisa, chuva de duração.	3c5fc8f0e9e540312ec7b918a61fbb95b44685af1f080b66681332df90b6080b	pt	grammar-or-spelling
Como daí chegaram ao amor, não o soube ele nunca.	efd658f5943208b2d1529590973a54d1a6bc034d66d07c7c8f69b17a5af70753	pt	grammar-or-spelling
Ela é agora um cidadão australiano.	8b70f6ec07b506fdb35c6ef840150b5e22d8ddd96ae9a0b7d1b7700d7adcd799	pt	grammar-or-spelling
Quando a lua tem chifre, o vento sopra na montanha.	3833db9fbfe11aa1583457077c2d2e5e6a023a72b1507d0587381098282447bf	pt	grammar-or-spelling
Ele bateu nele com um soco!	35a24d58c42115eb82f08717fc8de0716933c8ded81f3ab4d39d9e1b7e4a1567	pt	grammar-or-spelling
Você nunca mente por comer antes da comida?	3de2c255986f713b15252371b4067976b2949f73ef2288e071610b130ddf2c34	pt	grammar-or-spelling
A felicidade não é cega, mas até mesmo os cegos que a abraçaram.	3f398c255e1d7978cc599e51510bb6b23e92233c8a30f73ef7f8cef58d0e9e15	pt	grammar-or-spelling
Mas essa regra é básica e a Generalitat é autônoma.	0210c3872d78624a96b8804b1bec348dc7ff293c05fc993c0a8a52f5e9bfae9a	pt	different-language
Sim, eles jogam se está ensolarado ou não.	39e1ac8ed5e0944ce49d1f1a4acc8fbf1dac0706f4d11b4c45de16edfa098925	pt	grammar-or-spelling
Flores de alecrim e mel para casar, durante todo o ano.	30f0b6ab3e58aadd8e57a60a94d50bd116e1e592651f3154cef7b225116ba5df	pt	grammar-or-spelling
Bom dia humor parece.	3e283ac02aaeccd43393391a3d73cff43c68603ec587651ef1cc6d5b5432e215	pt	grammar-or-spelling
Todo porco vem ao seu San Martín.	414ba325591fce90afc73655783e693b27ea7a04917e95690e39f9742fb2f948	pt	different-language
Todo porco vem ao seu San Martín.	414ba325591fce90afc73655783e693b27ea7a04917e95690e39f9742fb2f948	pt	difficult-pronounce
Todo porco vem ao seu San Martín.	414ba325591fce90afc73655783e693b27ea7a04917e95690e39f9742fb2f948	pt	grammar-or-spelling
Abra o que não trabalhou, que maio entrou.	441fdcb7ff1b87026442c53846954d41334e7e2c0fe9fc947cf9d7c3b5db95f9	pt	grammar-or-spelling
Podemos nos encontrar essa refeição por favor?	3e6d06a24f6c41747ad870bef7d04729a56966b8e5a3d8fa3f4e7c8c2da710e5	pt	grammar-or-spelling
Placa de pássaros, chuva em brânquias.	2d7d9346ef217787aa01157cb15a6801cbfd58f68c412899bda4cbc673d0c75a	pt	grammar-or-spelling
Quem não bate em julho não bate quando quiser.	40f7046442d98fd862a691311aaa8da7051e9fcc72e5bb99e357993485546bda	pt	grammar-or-spelling
O arco-íris da manhã não corre o moinho.	3a034237a9a274eee82b8f336b0c8b13ad43fc95d4b229e58ccf14f3721f5083	pt	grammar-or-spelling
Aconselhá-lo a se mudar para o campo para viver juntos	41ebd14a905a713a2c377851af4a61453fc093cd940498f717d964bffa1c3142	pt	grammar-or-spelling
Quem não faz formiguinhos em julho, não faz quando quer.	2d39305bbc3a0505f83f5b4eb0144923e01b1fab81b324913214017ee552cbc1	pt	grammar-or-spelling
Quem tem talento, sonha rolos.	21b56532ee7f2102cf4d6b09448bcfb91a774b7609786941d4385cd6162c590b	pt	grammar-or-spelling
Para o amigo do seu vinho você não o quer pelo vizinho.	3eadd8b1abca3a1a3708da99174cd38ff1145295d7da6b793a631af48cee7c23	pt	grammar-or-spelling
Governador Edison Lobão	470b6f1bb1b61d99a95a43c41270a7ff8c162b690f1d204278499fefcc94048d	pt	grammar-or-spelling
Suar seu coração sem palavras como palavras sem coração.	29f2df5a474937844014d33823d4966f95b8a4a09c6bb7037011f5f5901cb00d	pt	grammar-or-spelling
O amor está sofrendo, mas a vida sem amor é o inferno.	47ed16ed6d4d60476b82c5f1fe20e1d019aa63fadc3b6f637264ec4b42b5c552	pt	grammar-or-spelling
Semeando tarde e pegando, você não tem conta.	46085c2b6a2600f1a12c43e82adf3f5d4261ea35648c7c6e9766ffcd11d8c51a	pt	grammar-or-spelling
Se março não empatar em abril, está aberto todo o ano.	366adf01c5f451165f446b2c7e8160b15f2df57076e7e7f0353491b75e2be024	pt	grammar-or-spelling
A perna na cama e o braço no peito.	43ae8d5297eb35fc1ee02ea4f05135ab15f877faa42438206024eaf0ebaef06b	pt	grammar-or-spelling
Natal na quinta-feira, cada galinha produz cem pesquisas.	3b35d629adfcce13c3fab845da1ccdd803b9743b8f9a7aa11a75c63cb9991cd3	pt	grammar-or-spelling
Quem não conhece a Deus para orar que ele vá pelo mar.	3c53f8415c031cfaa76c921874a0c9a43a2da4c2eb661e9318fa1629dab986b2	pt	grammar-or-spelling
Quem é Deus está sentado.	3ac59bff7aa2fade7b20f98e3eeb4a0cdf8bc89657ec77c89a9dc5c4d364dc36	pt	grammar-or-spelling
Quem tem filhas come cocaína.	4822ccd0afd962f4f48e2a043673c6d379f1eb10b18983f031ad9baa07190dd8	pt	grammar-or-spelling
Eles são todos de barriga, e cada um tem um templo.	48fb8396c8103dcd51d7e2894535eddcd54b1230121ebfd0de0086793f2893af	pt	grammar-or-spelling
Padre San Bernat, que isca tão doce quanto ele entrou.	4c69ec27b346a54df1ab8668dad55fca24c2516196a1ea09bb2e99ca2a6cf9a3	pt	grammar-or-spelling
Na bunda magra, todas são moscas.	10421b5539c2caab9fea928c1a16d024d8b37b4d422ac25b8a420bd3e200900d	pt	grammar-or-spelling
Assim passei o meu destino que anda, pois eu não ando;	4a26f934a1565aa644563a54e73022e9166d4887e8036dd6e2d78a0a60a6d437	pt	grammar-or-spelling
Gato morto não quer ficar vivo gato.	4d24e5c5b08027dff10e7039da33b895dcbee5e4576142f1ac28da8e7d71122d	pt	grammar-or-spelling
Perguntas ao Presidente da Generalitat.	53748f18b289fd76bc1a94153072b63c4075c4f4e4195ced70fee2be67a9043f	pt	difficult-pronounce
Perguntas ao Presidente da Generalitat.	53748f18b289fd76bc1a94153072b63c4075c4f4e4195ced70fee2be67a9043f	pt	different-language
Pantano Grande	4ee07063fd9176348fa2f980d091565e164b81dd0c59864f931ce64f0e778049	pt	grammar-or-spelling
Este facto dificulta a possível divulgação da mensagem valenciana.	0ca3319ef5a6b6e0f72c182d5e5d6e0848e97fe5a45521c556b746d5db0306a7	pt	grammar-or-spelling
Anahy	4d51fbef5bb6dec3c026a042b0fc5c695d8e94fdae2699b18a314341abfca722	pt	different-language
Chaval	10cde24e9c6a9a1696daaf1198f6bfad8e7173310872c602f70dc023c5c266e8	pt	offensive-language
O que é cheio de coração, é bom para a boca.	580c59fa66a8c9dd53f1ff37bcfb522be4eecb23e9f64bc059bdf13d3aed8f9b	pt	grammar-or-spelling
Para Sant Andreu, está nevado em todo o lado.	48ec41aec881f7c42a45009a491086eb384dc462d836d215f526c5a7bd935fce	pt	difficult-pronounce
Para Sant Andreu, está nevado em todo o lado.	48ec41aec881f7c42a45009a491086eb384dc462d836d215f526c5a7bd935fce	pt	grammar-or-spelling
Para Sant Andreu, está nevado em todo o lado.	48ec41aec881f7c42a45009a491086eb384dc462d836d215f526c5a7bd935fce	pt	different-language
Quando o amor do fogo chegou, é difícil recuperá-lo novamente.	5937caf3966b1d8aec019ba3e6037902e98eb9b95214e2a76c7c4752310e5bf9	pt	grammar-or-spelling
Para janeiro a cana no canto e para março a vara no braço.	5cc68f925283e5fccb41972afdb048a718ac9a1335e58b5cea92010b964b6d8f	pt	grammar-or-spelling
Lavandeira	5d76136250cb504f85d32af1af8a48e729183ba68f8eebb927df0f85da4592e6	pt	grammar-or-spelling
Fevereiro atira as ovelhas na rua.	4eb70f02b2ebe66730f7e612daf7c5b2534218b0304d1841d107b34ecdc6eda6	pt	grammar-or-spelling
Governo aberto, transparência e dados abertos no Conselho Municipal de El Prat.	5f03d9dd92bb9db68c84c2629c2e65d91f55541c1200cb98603b057d7855c355	pt	different-language
Governo aberto, transparência e dados abertos no Conselho Municipal de El Prat.	5f03d9dd92bb9db68c84c2629c2e65d91f55541c1200cb98603b057d7855c355	pt	difficult-pronounce
Um arranha-céu, um sapateiro cisne!	5aeb682744e5930db133183c7422bc00781ee211ef972e75d58875a5b5b19889	pt	grammar-or-spelling
Onde há crianças, garotinhas, elas não criam teias de aranha.	4f0a06c07bf7548c20141ced3bf12d924d128cc1915291c8514abb85b7a60554	pt	grammar-or-spelling
Mulheres, fogo e panelas, em todos os lugares que eles se encontram.	589f3c1c790234365df4e8418605ae453041f5507764e696a0be776ec96981fa	pt	grammar-or-spelling
Uma trilha de águia aparece no Daan Forest Park	3e43555bf1a75b55cd18a25f2c942ce7ea11a59e518ed3f3bfe73b9f49b31cf7	pt	difficult-pronounce
Uma trilha de águia aparece no Daan Forest Park	3e43555bf1a75b55cd18a25f2c942ce7ea11a59e518ed3f3bfe73b9f49b31cf7	pt	grammar-or-spelling
O que você está errado?	2ac4703810989c86f8a67a210d5a628f1e141c88420aba94e19596ad5e2d0dba	pt	grammar-or-spelling
Ela vai ficar nublado novamente esta noite.	4bba4d8d6d62fa9dc4a6ae365500bbf6423029fc6bb803b93f17dd0f1b82d32a	pt	grammar-or-spelling
Já faz muito tempo desde que não estamos indo ao teatro.	5586fe8c4d69fa5050fcd7083ac8193d6bc452eb72a19dc12962ed14a48a881d	pt	grammar-or-spelling
O vinho e a mulher riem do conhecimento.	66ecdf7f419ae9165dc8403b16b4f9d20a134348c8d57faadb328f1276aa19bf	pt	grammar-or-spelling
Ela está vinte minutos depois de uma.	5d10315192f59cc6d98aa69a75bf98e6a2a16b69c0588336a22e90162ec3a367	pt	grammar-or-spelling
Cardiff joga contra o Wrexham.	5b03b6fd78072e420ec8004c09b0b23ab095629aa14d1c531267fbc359a765b7	pt	different-language
Cardiff joga contra o Wrexham.	5b03b6fd78072e420ec8004c09b0b23ab095629aa14d1c531267fbc359a765b7	pt	difficult-pronounce
É provável que seja uma quinzena para nós antes de irmos para o Eisteddfod.	7391bccd26ca4fbe2eb5113be1ee4e56fd29bcb5717cf7bc09311533e36d72b9	pt	difficult-pronounce
É provável que seja uma quinzena para nós antes de irmos para o Eisteddfod.	7391bccd26ca4fbe2eb5113be1ee4e56fd29bcb5717cf7bc09311533e36d72b9	pt	different-language
Eu conheço ela	73b750a13164a8458bb5d71003d011d792587fb4b62c9c6a16a2d95602ed980b	pt	grammar-or-spelling
Nós viemos de La Higuera.	796a17cb4ee44485f0aa02206d573e6ac6358e421b3e1eafbf7450fcb5ae9ac7	pt	different-language
Nós viemos de La Higuera.	796a17cb4ee44485f0aa02206d573e6ac6358e421b3e1eafbf7450fcb5ae9ac7	pt	difficult-pronounce
Kristjan encolheu os ombros.	96ae7379f5719d8a45c310c0f25f9d89adc1a127eaec2d2521571cf74aeee5ac	pt	difficult-pronounce
Eu segui ele.	9e6102833340d621d6fb9300b1dd87378ba0a33236b0de77a6a8e5519355e224	pt	grammar-or-spelling
Nós viemos de Rialp.	90625471db17e6b1a3b73040381076bf14eaca47445431475eba9655fe199046	pt	difficult-pronounce
Nós viemos de Rialp.	90625471db17e6b1a3b73040381076bf14eaca47445431475eba9655fe199046	pt	different-language
Mas Sangonera voltou a encolher para o barco sem obedecer ao mandato.	8867f2ab3fb317705816a6945953fd36436a534ebd4c4d661d0a36fdff68b85e	pt	difficult-pronounce
Mas Sangonera voltou a encolher para o barco sem obedecer ao mandato.	8867f2ab3fb317705816a6945953fd36436a534ebd4c4d661d0a36fdff68b85e	pt	grammar-or-spelling
Quem fez isso por burros não deve se surpreender se os outros estão andando.	97a610d39789d398dae0b95bb8f6a66498c233696ac0491b380b881f5d124bdc	pt	grammar-or-spelling
Flor de janeiro não enche o padeiro.	a06c090341a7c227da33604ad387eef6dfa86b3a8c68184896d9fbc6a4687f2d	pt	grammar-or-spelling
Com a potência do remédio, além da nuvem, vomitou uma grande chuvada de granizo	7c33e726b7f6c12b6bb9bca8735119bdbf80a20e969654c20e9b06ba9b94cf63	pt	grammar-or-spelling
Há mais um trovão na sua mão do que uma perdiz voando.	a186576d893994c6c6cd88deebf7acfd56f01fbf0b0409207a6798a38b4ef0aa	pt	grammar-or-spelling
A inveja é a punição mais severa da inveja.	6a9ca7c4e321bb8076329d9e9a256cc70ce4d9e22f8444f29f885bb95107fce8	pt	grammar-or-spelling
Casa sem fogo e sem mulher, corpo sem alma.	a82d7d053edf3cad1448ac3ed3be20ccd886c823a062dcb60816eb1568d3594e	pt	grammar-or-spelling
Nosso carro acontece que agora existe algo em volta, se puder ajudar.	8f9b8ca1a80d74e8a4b32ac1d9cc17d1d97d8c970f3fe80a12742368e778a5bc	pt	grammar-or-spelling
Voe de pássaros, a chuva atrás deles.	a1cd71d926207024c73905463d80d36acc7fc2e86eadfb6ca28cf5512137a837	pt	grammar-or-spelling
La Neus rejeitou todas as honras.	a50106c91a2ea92f5d6cb679e8fa38fc9232dff04f0b0e52b78482778d1bbab5	pt	difficult-pronounce
La Neus rejeitou todas as honras.	a50106c91a2ea92f5d6cb679e8fa38fc9232dff04f0b0e52b78482778d1bbab5	pt	different-language
Rosa Maria Vendrell Gual, que atuará como membro.	aa88b53b289adb2494e6bf4816fb1f5cc4893d87bd16d8e3d21fcf569fd83e25	pt	difficult-pronounce
Rosa Maria Vendrell Gual, que atuará como membro.	aa88b53b289adb2494e6bf4816fb1f5cc4893d87bd16d8e3d21fcf569fd83e25	pt	different-language
Nós viemos de Monistrol de Montserrat.	ab20661171353aa18a1e81a634ba7c19a73f355329a4c1b759d4af7a24dac775	pt	difficult-pronounce
Nós viemos de Monistrol de Montserrat.	ab20661171353aa18a1e81a634ba7c19a73f355329a4c1b759d4af7a24dac775	pt	different-language
Arco-íris no oeste, atracar o barco e vamos lá.	a84554252ac7f384f589392f7a2d0a152b2259b05627e9f9294883d6a2a6a79a	pt	grammar-or-spelling
O que ele não tem, ele não é.	a854f5397d5fa58de06c9a35f5661dbe19c16524f59d8ea0e49928c60402b43b	pt	grammar-or-spelling
Se o inverno é alto, a safra é boa.	940c63b7732a335b543e1e7448dd2433899d1912657ad649fa3e585d96fd7e73	pt	grammar-or-spelling
Empresa de dois, eles são os melhores.	b3e07e0e170cc203ab4e6b1838ce7522c7751123bae7e050d48b2372cdc6a209	pt	grammar-or-spelling
Exposições e filmes que o Goethe-Institut permite emprestar às escolas.	9820a91e937fdd7495c4d4ad689fcbea4e24ae3eb8abbe793487025b0ced2fd0	pt	different-language
Exposições e filmes que o Goethe-Institut permite emprestar às escolas.	9820a91e937fdd7495c4d4ad689fcbea4e24ae3eb8abbe793487025b0ced2fd0	pt	difficult-pronounce
A namorada de Mlinar e a namorada do viúvo raramente sentem fome.	a22958ce3b369aa5e51dfe42816b4acf4be93862a0767a422cfc97b2fbfd304f	pt	difficult-pronounce
Natal na terça-feira, ruim para o semeado.	68b3609446003784060ad764553aa35b3065a25e7ed02b3a5ed8bc5d32376831	pt	grammar-or-spelling
Ela mora perto de Caernarfon, então ela estará por perto para ajudar, se necessário.	b5b02c5d6954df447b7278db6076c6c58416b85c42e2ac03ee623ed1a250dd23	pt	difficult-pronounce
Ela mora perto de Caernarfon, então ela estará por perto para ajudar, se necessário.	b5b02c5d6954df447b7278db6076c6c58416b85c42e2ac03ee623ed1a250dd23	pt	different-language
