Word Error Rate,Gestalt Pattern Matching,Longest Common Subsequence
1,"0,7826086957","0,7826086957"
"0,2307692308","0,868852459","0,868852459"
"0,1","0,9807692308","0,9807692308"
"0,07142857143","0,9902912621","0,9902912621"
0,1,1
"0,1428571429","0,96875","0,96875"
"0,1666666667","0,9736842105","0,9736842105"
"0,3333333333","0,9411764706","0,9411764706"
"0,375","0,875","0,875"
"0,1","0,9772727273","0,9772727273"
"0,1111111111","0,9787234043","0,9787234043"
"0,3333333333","0,9090909091","0,9090909091"
"0,25","0,9523809524","0,9523809524"
0,1,1
"0,25","0,9444444444","0,9444444444"
0,1,1
"0,1538461538","0,9655172414","0,9655172414"
"0,1","0,9795918367","0,9795918367"
"0,1666666667","0,9714285714","0,9714285714"
"0,2142857143","0,9655172414","0,9655172414"
"0,3333333333","0,9444444444","0,9444444444"
"0,3333333333","0,9333333333","0,9333333333"
0,1,1
"0,1538461538","0,9473684211","0,9473684211"
"0,1428571429","0,9787234043","0,9787234043"
"0,3333333333","0,953125","0,953125"
"0,2857142857","0,9117647059","0,9117647059"
"0,3076923077","0,9384615385","0,9384615385"
"0,1666666667","0,9692307692","0,9692307692"
0,1,1
"0,4444444444","0,7796610169","0,7796610169"
"0,1428571429","0,972972973","0,972972973"
"0,125","0,9782608696","0,9782608696"
"0,07142857143","0,9895833333","0,9895833333"
"0,5","0,8","0,8"
"0,07692307692","0,9852941176","0,9852941176"
"0,3333333333","0,9565217391","0,9565217391"
"0,25","0,9523809524","0,9523809524"
"0,2222222222","0,9705882353","0,9705882353"
"0,3333333333","0,914893617","0,914893617"
"0,5","0,8571428571","0,8571428571"
"0,2222222222","0,9591836735","0,9591836735"
"0,4","0,8888888889","0,8888888889"
"0,1818181818","0,8902439024","0,8902439024"
"0,125","0,9807692308","0,9807692308"
"0,1111111111","0,976744186","0,976744186"
"0,25","0,9423076923","0,9423076923"
0,1,1
"0,6666666667","0,914893617","0,914893617"
"0,5","0,9152542373","0,9152542373"
"0,1666666667","0,9189189189","0,9444444444"
"0,2857142857","0,9761904762",1
0,1,1
"0,4","0,875","0,875"
0,1,1
"0,2222222222","0,9166666667","0,9166666667"
"0,3333333333","0,95","0,95"
"0,4","0,88","0,88"
"0,2857142857","0,9","0,9642857143"
"0,07692307692","0,9880952381","0,9880952381"
"0,08333333333","0,9861111111","0,9861111111"
"0,07692307692","0,9875","0,9875"
"0,1818181818","0,9701492537","0,9701492537"
0,1,1
"0,1818181818","0,9661016949","0,9661016949"
"0,2222222222","0,94","0,94"
"0,4","0,9545454545","0,9545454545"
1,"0,6","0,6"
0,1,1
"0,1666666667","0,9756097561","0,9756097561"
0,1,1
0,1,1
"0,1","0,9841269841","0,9841269841"
"0,3333333333","0,9428571429","0,9428571429"
"0,4444444444","0,8965517241","0,8965517241"
0,1,1
0,1,1
"0,2222222222","0,9555555556","0,9555555556"
"0,5","0,8965517241","0,8965517241"
0,1,1
"0,2857142857","0,9090909091","0,9090909091"
"0,08333333333","0,9811320755","0,9811320755"
"0,2","0,9841269841","0,9841269841"
"0,2","0,9677419355","0,9677419355"
"0,2222222222","0,9393939394","0,9393939394"
"0,25","0,9428571429","0,9428571429"
"0,125","0,9787234043","0,9787234043"
"0,4444444444","0,9122807018","0,9122807018"
0,1,1
"0,1666666667","0,9565217391","0,9565217391"
"0,2","0,9615384615","0,9615384615"
"0,1538461538","0,9677419355","0,9677419355"
0,1,1
"0,3333333333","0,9322033898","0,9322033898"
"0,1666666667","0,9692307692","0,9692307692"
"0,2","0,962962963","0,962962963"
"0,2","0,9666666667","0,9666666667"
"0,2","0,9677419355","0,9677419355"
"0,1666666667","0,9743589744","0,9743589744"
"0,2","0,9523809524","0,9523809524"
"0,1428571429","0,9795918367","0,9795918367"
0,1,1
0,1,1
"0,1","0,9836065574","0,9836065574"
"0,2222222222","0,9512195122","0,9512195122"
"0,4","0,9047619048","0,9047619048"
"0,1428571429","0,984375","0,984375"
"0,1428571429","0,9864864865","0,9864864865"
0,1,1
"0,25","0,9545454545","0,9545454545"
0,1,1
"0,2","0,9677419355","0,9677419355"
"0,5","0,935483871","0,935483871"
"0,2222222222","0,9534883721","0,9534883721"
"0,1666666667","0,962962963","0,962962963"
"0,5","0,9230769231","0,9230769231"
"0,1666666667","0,9714285714","0,9714285714"
2,"0,3","0,3"
0,1,1
0,1,1
"0,2857142857","0,9487179487","0,9487179487"
"0,3333333333","0,9393939394","0,9393939394"
"0,25","0,9545454545","0,9545454545"
"0,1428571429","0,9772727273","0,9772727273"
0,1,1
"0,1111111111","0,9803921569","0,9803921569"
"0,25","0,9625","0,9625"
"0,25","0,96","0,96"
"0,1538461538","0,9473684211","0,9473684211"
"0,2307692308","0,9677419355","0,9677419355"
"0,1111111111","0,984375","0,984375"
0,1,1
0,1,1
"0,25","0,9615384615","0,9615384615"
0,1,1
0,1,1
"0,125","0,9756097561","0,9756097561"
"0,3636363636","0,9516129032","0,9516129032"
0,1,1
0,1,1
"0,09090909091","0,9814814815","0,9814814815"
0,1,1
0,1,1
"0,2857142857","0,9310344828","0,9310344828"
"0,4444444444","0,8870967742","0,9166666667"
0,1,1
"0,3333333333","0,9487179487","0,9487179487"
"0,1666666667","0,972972973","0,972972973"
1,"0,8125","0,8125"
"0,1538461538","0,9636363636","0,9636363636"
"0,125","0,9782608696","0,9782608696"
0,1,1
inf,0,0
inf,0,0
inf,0,0
0,1,1
"0,2857142857","0,9555555556","0,9555555556"
"0,1666666667","0,9791666667","0,9791666667"
"0,3333333333","0,8378378378","0,8378378378"
"0,3076923077","0,9333333333","0,9333333333"
0,1,1
"0,5","0,6727272727","0,6851851852"
0,1,1
"0,1111111111","0,9791666667","0,9791666667"
"0,2222222222","0,9285714286","0,9285714286"
"0,1428571429","0,9761904762","0,9761904762"
"0,25","0,9761904762","0,9761904762"
"0,25","0,96","0,96"
"0,25","0,9655172414","0,9655172414"
"0,25","0,9444444444","0,9444444444"
"0,5","0,9310344828","0,9310344828"
inf,0,0
0,1,1
0,1,1
inf,0,0
0,1,1
"0,5","0,9090909091","0,9090909091"
"0,2307692308","0,978021978","0,978021978"
"0,07692307692","0,9875","0,9875"
"0,08333333333","0,987804878","0,987804878"
"0,625","0,8679245283","0,8679245283"
"0,5","0,9433962264","0,9433962264"
"0,125","0,9736842105","0,9736842105"
"0,3333333333","0,9047619048","0,9047619048"
"0,3","0,9193548387","0,9193548387"
0,1,1
"0,1","0,9836065574","0,9836065574"
0,1,1
0,1,1
"0,2857142857","0,8857142857","0,8857142857"
0,1,1
0,1,1
"0,1428571429","0,9782608696","0,9782608696"
"0,1428571429","0,9777777778","0,9777777778"
0,1,1
"0,1","0,9821428571","0,9821428571"
"0,4444444444","0,862745098","0,862745098"
"0,3333333333","0,9347826087","0,9347826087"
"0,1111111111","0,976744186","0,976744186"
"0,4","0,9473684211","0,9473684211"
0,1,1
1,"0,875","0,875"
"0,1666666667","0,9696969697","0,9696969697"
"0,25","0,92","0,92"
0,1,1
"0,09090909091","0,9803921569","0,9803921569"
0,1,1
"0,25","0,9565217391","0,9565217391"
"0,4","0,8965517241","0,8965517241"
"0,1111111111","0,9807692308","0,9807692308"
0,1,1
0,1,1
"0,1666666667","0,9759036145","0,9759036145"
0,1,1
0,1,1
"0,3333333333","0,9230769231","0,9230769231"
0,1,1
"0,2","0,9393939394","0,9393939394"
0,1,1
"0,1111111111","0,9850746269","0,9850746269"
"0,25","0,962962963","0,962962963"
"0,1538461538","0,9718309859","0,9718309859"
"0,1666666667","0,96875","0,96875"
"1,333333333","0,7307692308","0,7307692308"
"0,4","0,92","0,92"
"0,1428571429","0,9795918367","0,9795918367"
"0,4","0,9333333333","0,9333333333"
"0,4","0,9032258065","0,9032258065"
"0,75","0,8888888889","0,8888888889"
"0,1428571429","0,9714285714","0,9714285714"
"0,1428571429","0,9736842105","0,9736842105"
0,1,1
"0,125","0,9818181818","0,9818181818"
"0,1818181818","0,9642857143","0,9642857143"
"1,5","0,2391304348","0,2391304348"
0,1,1
"0,08333333333","0,9836065574","0,9836065574"
"0,2222222222","0,95","0,95"
"0,1111111111","0,976744186","0,976744186"
"0,07692307692","0,9863013699","0,9863013699"
"0,1","0,9857142857","0,9857142857"
"0,125","0,9772727273","0,9772727273"
"0,25","0,9387755102","0,9387755102"
"0,1666666667","0,972972973","0,972972973"
"0,6","0,8888888889","0,8888888889"
"0,2","0,9545454545","0,9545454545"
0,1,1
"0,2857142857","0,9487179487","0,9487179487"
"0,1111111111","0,9836065574","0,9836065574"
"0,2222222222","0,9591836735","0,9591836735"
"0,2857142857","0,9574468085","0,9574468085"
0,1,1
0,1,1
"0,2","0,9615384615","0,9615384615"
"0,1428571429","0,9722222222","0,9722222222"
"0,2","0,9615384615","0,9615384615"
0,1,1
"0,1666666667","0,9655172414","0,9655172414"
"0,375","0,925","0,925"
0,1,1
0,1,1
0,1,1
"0,08333333333","0,9452054795","0,9452054795"
"0,1666666667","0,9310344828","0,9310344828"
0,1,1
"0,3333333333","0,9166666667","0,9166666667"
"0,1","0,987012987","0,987012987"
"0,3333333333","0,9285714286","0,9285714286"
"0,2","0,9655172414","0,9655172414"
"0,09090909091","0,9811320755","0,9811320755"
"0,3333333333","0,9142857143","0,9142857143"
"0,3333333333","0,95","0,95"
"0,5","0,9565217391","0,9565217391"
"0,3333333333","0,9285714286","0,9285714286"
"0,07692307692","0,987804878","0,987804878"
"0,2","0,9642857143","0,9642857143"
"0,25","0,8787878788","0,8787878788"
"0,25","0,8414634146","0,8414634146"
"0,3333333333","0,9210526316","0,9210526316"
"0,3333333333","0,9375","0,9375"
"0,08333333333","0,984375","0,984375"
0,1,1
0,1,1
0,1,1
"0,2857142857","0,9615384615","0,9615384615"
0,1,1
"1,5","0,6666666667","0,6666666667"
0,1,1
"0,2857142857","0,8947368421","0,8947368421"
0,1,1
"0,6363636364","0,8142857143","0,8142857143"
0,1,1
"0,1111111111","0,98","0,98"
"0,2222222222","0,9649122807","0,9649122807"
"0,1111111111","0,9827586207","0,9827586207"
"0,3333333333","0,95","0,95"
"0,4285714286","0,9183673469","0,9183673469"
0,1,1
0,1,1
"0,25","0,95","0,95"
"0,25","0,962962963","0,962962963"
0,1,1
"0,125","0,9772727273","0,9772727273"
"0,5","0,9310344828","0,9310344828"
"0,1666666667","0,9677419355","0,9677419355"
"0,5","0,9090909091","0,9090909091"
"0,2727272727","0,9473684211","0,9473684211"
"0,1428571429","0,9811320755","0,9811320755"
"0,25","0,95","0,95"
"0,3636363636","0,9076923077","0,9076923077"
"0,09090909091","0,9718309859",1
"0,3333333333","0,7833333333","0,7833333333"
"0,25","0,9677419355","0,9677419355"
"0,1111111111","0,9803921569","0,9803921569"
"0,1","0,9344262295","0,9344262295"
"0,4285714286","0,9464285714","0,9464285714"
0,1,1
"0,375","0,9565217391","0,9565217391"
0,1,1
0,1,1
0,1,1
"0,07142857143","0,9756097561","0,9756097561"
"0,1428571429","0,976744186","0,976744186"
"0,2","0,96875","0,96875"
0,1,1
"0,2222222222","0,9655172414","0,9655172414"
"0,07142857143","0,9885057471","0,9885057471"
"0,1111111111","0,9782608696","0,9782608696"
"0,1","0,9818181818","0,9818181818"
"0,3","0,9473684211","0,9473684211"
"0,3333333333","0,9333333333","0,9333333333"
"0,2142857143","0,96","0,96"
"0,1666666667","0,962962963","0,962962963"
"0,1666666667","0,9642857143","0,9642857143"
"0,5","0,8928571429","0,8928571429"
"0,3333333333","0,95","0,95"
"0,2","0,9777777778","0,9777777778"
"0,2857142857","0,9512195122","0,9512195122"
"0,25","0,9677419355","0,9677419355"
"0,25","0,95","0,95"
"0,1428571429","0,9787234043","0,9787234043"
"0,1818181818","0,9661016949","0,9661016949"
0,1,1
0,1,1
0,1,1
"0,125","0,9821428571","0,9821428571"
"0,1111111111","0,9791666667","0,9791666667"
0,1,1
0,1,1
0,1,1
"0,1428571429","0,8333333333","0,8333333333"
"0,3333333333","0,7647058824","0,8125"
0,1,1
"0,1111111111","0,9803921569","0,9803921569"
0,1,1
inf,0,0
0,1,1
0,1,1
0,1,1
"0,2727272727","0,94","0,9791666667"
"0,25","0,96","0,96"
0,1,1
"0,5","0,9024390244","0,9024390244"
"0,25","0,9512195122","0,975"
"0,25","0,9636363636","0,9636363636"
"0,07692307692","0,9850746269","0,9850746269"
"0,3333333333","0,9333333333","0,9333333333"
"0,5","0,8571428571","0,8571428571"
1,"0,8095238095","0,8095238095"
"0,75","0,64","0,64"
"0,5","0,8833333333","0,8833333333"
"0,1666666667","0,9473684211","0,9473684211"
0,1,1
"0,1818181818","0,96875","0,96875"
"0,1428571429","0,9696969697","0,9696969697"
0,1,1
"0,07692307692","0,9836065574","0,9836065574"
"0,09090909091","0,9838709677","0,9838709677"
0,1,1
0,1,1
"0,1666666667","0,9726027397","0,9726027397"
"0,1","0,9692307692","0,9692307692"
"0,3333333333","0,9285714286","0,9285714286"
"0,08333333333","0,984375","0,984375"
"0,25","0,9545454545","0,9545454545"
"0,25","0,9565217391","0,9565217391"
"0,1","0,9795918367","0,9795918367"
"0,3333333333","0,9230769231","0,9230769231"
0,1,1
"0,25","0,9350649351","0,9350649351"
0,1,1
"0,25","0,9615384615","0,9615384615"
0,1,1
"0,2","0,9649122807","0,9649122807"
0,1,1
0,1,1
0,1,1
0,1,1
"0,07692307692","0,9880952381","0,9880952381"
"0,3333333333","0,9583333333","0,9583333333"
inf,0,0
"0,1666666667","0,9642857143","0,9642857143"
"0,125","0,976744186","0,976744186"
"0,3333333333","0,95","0,95"
"0,2","0,9615384615","0,9615384615"
"0,1666666667","0,96875","0,96875"
0,1,1
"0,3333333333","0,9411764706","0,9411764706"
"0,2","0,9615384615","0,9615384615"
"0,1666666667","0,9722222222","0,9722222222"
0,1,1
"0,2","0,9615384615","0,9615384615"
0,1,1
"0,1","0,9795918367","0,9795918367"
0,1,1
0,1,1
"0,1428571429","0,9705882353","0,9705882353"
1,"0,6666666667","0,6666666667"
0,1,1
0,1,1
0,1,1
0,1,1
inf,0,0
1,"0,3333333333","0,3333333333"
inf,0,0
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
"0,2727272727","0,9493670886","0,9493670886"
0,1,1
0,1,1
0,1,1
"0,08333333333","0,9879518072","0,9879518072"
"0,5","0,9285714286","0,9285714286"
"0,2307692308","0,96","0,96"
"0,2142857143","0,9242424242","0,9242424242"
"0,1428571429","0,972972973","0,972972973"
"0,08333333333","0,9830508475","0,9830508475"
"0,125","0,9824561404","0,9824561404"
"0,2727272727","0,9342105263","0,9342105263"
"0,2857142857","0,9824561404",1
"0,3333333333","0,9230769231","0,9230769231"
"0,3333333333","0,9523809524","0,9523809524"
"0,2857142857","0,9574468085","0,9574468085"
"0,2","0,9555555556","0,9555555556"
"0,1428571429","0,9818181818","0,9818181818"
0,1,1
"0,25","0,95","0,95"
"0,3333333333","0,9411764706","0,9411764706"
0,1,1
"0,2857142857","0,9411764706","0,9523809524"
"0,1111111111","0,9787234043","0,9787234043"
"0,2","0,9666666667","0,9666666667"
"0,25","0,9423076923","0,9423076923"
0,1,1
"0,25","0,95","0,95"
"0,2142857143","0,9512195122","0,9512195122"
0,1,1
"0,25","0,9090909091","0,9090909091"
0,1,1
"0,125","0,9512195122","0,9512195122"
"0,2","0,9545454545","0,9545454545"
"0,25","0,962962963","0,962962963"
"0,25","0,9565217391","0,9565217391"
0,1,1
"0,5","0,9230769231","0,9230769231"
0,1,1
"0,2","0,9705882353","0,9705882353"
0,1,1
"0,3","0,9491525424","0,9491525424"
"0,6666666667","0,6470588235","0,6470588235"
"0,2222222222","0,9130434783","0,9130434783"
"0,1818181818","0,8909090909","0,9245283019"
"0,2142857143","0,9620253165","0,9620253165"
0,1,1
"0,08333333333","0,95","0,9827586207"
"0,4","0,95","0,95"
0,1,1
0,1,1
"0,1666666667","0,9615384615","0,9615384615"
0,1,1
0,1,1
"0,8333333333","0,6666666667","0,7142857143"
0,1,1
"0,9090909091","0,8285714286","0,8285714286"
1,"0,3636363636","0,3636363636"
1,"0,7575757576","0,7653061224"
inf,0,0
0,1,1
0,1,1
"0,1818181818","0,9661016949","0,9661016949"
"0,1818181818","0,9552238806","0,9552238806"
0,1,1
0,1,1
"0,75","0,75","0,75"
"0,875","0,9176470588","0,9176470588"
0,1,1
"0,8333333333","0,8846153846","0,8846153846"
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
"0,5","0,4838709677",1
0,1,1
"0,6666666667","0,9230769231","0,9230769231"
"0,8571428571","0,8615384615","0,8615384615"
"0,8333333333","0,9107142857","0,9107142857"
1,"0,7368421053","0,7368421053"
"0,7142857143","0,9367088608","0,9367088608"
"0,9090909091","0,8375","0,8375"
1,"0,8","0,8"
"0,25","0,875","0,875"
"0,125","0,9795918367","0,9795918367"
"0,5","0,9047619048","0,9047619048"
0,1,1
"0,2727272727","0,9523809524","0,9523809524"
0,1,1
"0,5","0,9230769231","0,9230769231"
"0,2857142857","0,9487179487","0,9487179487"
0,1,1
"0,25","0,9433962264","0,9433962264"
"0,5","0,7647058824","0,7647058824"
"0,2222222222","0,7804878049","0,7804878049"
"0,2","0,9523809524","0,9523809524"
"0,3846153846","0,9066666667","0,9066666667"
"0,2","0,9583333333","0,9583333333"
"0,1818181818","0,9545454545","0,9545454545"
"0,25","0,96","0,96"
0,1,1
0,1,1
"0,2222222222","0,9245283019","0,9245283019"
"0,1818181818","0,96","0,96"
"0,1666666667","0,9583333333","0,9583333333"
0,1,1
"0,1666666667","0,9642857143","0,9642857143"
"0,2857142857","0,9615384615","0,9615384615"
0,1,1
0,1,1
"0,5714285714","0,8444444444","0,8444444444"
"0,09090909091","0,9841269841","0,9841269841"
0,1,1
"0,2","0,9523809524","0,9523809524"
"0,1","0,9821428571","0,9821428571"
0,1,1
"0,1428571429","0,9677419355","0,9677419355"
"0,25","0,8","0,8"
"0,5625","0,4946236559","0,9787234043"
0,1,1
"0,1538461538","0,975308642","0,975308642"
"0,1666666667","0,9666666667","0,9666666667"
"0,6666666667","0,85","0,85"
"0,1428571429","0,9743589744","0,9743589744"
"0,4","0,9074074074","0,9074074074"
"0,3333333333","0,9444444444","0,9444444444"
0,1,1
"0,125","0,9777777778","0,9777777778"
"0,1","0,98","0,98"
"0,1666666667","0,8965517241","0,8965517241"
0,1,1
"0,5","0,9375","0,9375"
0,1,1
0,1,1
0,1,1
"0,375","0,7586206897","0,7586206897"
1,"0,75","0,75"
1,"0,75","0,75"
0,1,1
inf,0,0
0,1,1
inf,0,0
inf,0,0
"0,5","0,8888888889","0,8888888889"
inf,0,0
0,1,1
"0,25","0,95","0,95"
inf,0,0
"0,1666666667","0,9705882353","0,9705882353"
"0,1666666667","0,9655172414","0,9655172414"
"0,1428571429","0,96875","0,96875"
"0,1666666667","0,9696969697","0,9696969697"
"0,1666666667","0,9830508475","0,9830508475"
"0,1666666667","0,9696969697","0,9696969697"
"0,08333333333","0,9824561404","0,9824561404"
"0,1111111111","0,976744186","0,976744186"
"0,2","0,95","0,95"
"0,2142857143","0,9493670886","0,9493670886"
0,1,1
"0,1818181818","0,9636363636","0,9636363636"
0,1,1
"0,5","0,9090909091","0,9090909091"
0,1,1
"0,1111111111","0,9782608696","0,9782608696"
"0,1428571429","0,9722222222","0,9722222222"
"0,2","0,9666666667","0,9666666667"
inf,0,0
"0,2","0,96","0,96"
inf,0,0
0,1,1
"0,1666666667","0,961038961","0,961038961"
"0,1111111111","0,9803921569","0,9803921569"
"0,3333333333","0,9411764706","0,9411764706"
"0,125","0,9756097561","0,9756097561"
"0,3","0,9423076923","0,9423076923"
"0,25","0,9565217391","0,9565217391"
"0,2307692308","0,9642857143","0,9642857143"
"0,4545454545","0,9310344828","0,9310344828"
"0,07142857143","0,9594594595","0,9594594595"
"0,1818181818","0,9701492537","0,9701492537"
"0,125","0,9787234043","0,9787234043"
"0,1818181818","0,9718309859","0,9718309859"
"0,25","0,9615384615","0,9615384615"
"0,08333333333","0,9880952381","0,9880952381"
"0,1428571429","0,9714285714","0,9714285714"
0,1,1
"0,2857142857","0,9583333333","0,9583333333"
"0,1538461538","0,96875","0,96875"
"0,1428571429","0,9607843137","0,9607843137"
"0,1666666667","0,9696969697","0,9696969697"
"0,3333333333","0,9333333333","0,9333333333"
"0,4615384615","0,8153846154","0,8153846154"
"0,8","0,9074074074","0,9074074074"
0,1,1
"0,6666666667","0,9444444444","0,9444444444"
0,1,1
"0,5","0,962962963","0,962962963"
0,1,1
"0,3333333333","0,9591836735","0,9591836735"
0,1,1
"0,1428571429","0,96875","0,96875"
0,1,1
0,1,1
"0,2","0,7333333333","0,7333333333"
"0,6666666667","0,8928571429","0,8928571429"
0,1,1
inf,0,0
0,1,1
inf,0,0
0,1,1
0,1,1
0,1,1
0,1,1
"0,07692307692","0,9852941176","0,9852941176"
"0,1666666667","0,9756097561","0,9756097561"
"0,09090909091","0,9833333333","0,9833333333"
inf,0,0
inf,0,0
"0,75","0,5714285714","0,5714285714"
inf,0,0
"0,1666666667","0,9565217391","0,9565217391"
0,1,1
"0,2","0,8125","0,8125"
inf,0,0
0,1,1
"0,2727272727","0,9152542373","0,9152542373"
inf,0,0
0,1,1
"0,1666666667","0,9722222222","0,9722222222"
"0,25","0,96875","0,96875"
0,1,1
"0,07142857143","0,9886363636","0,9886363636"
"0,3333333333","0,95","0,95"
"0,1428571429","0,9791666667","0,9791666667"
"0,6666666667","0,8888888889","0,8888888889"
"0,1111111111","0,9772727273","0,9772727273"
0,1,1
"0,125","0,9696969697","0,9696969697"
"0,2","0,9615384615","0,9615384615"
0,1,1
"0,2","0,9642857143","0,9642857143"
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
"0,2","0,962962963","0,962962963"
"0,125","0,9523809524","0,9523809524"
"0,8","0,92","0,92"
0,1,1
0,1,1
"0,7777777778","0,9326923077","0,9326923077"
0,1,1
0,1,1
0,1,1
"0,5","0,9166666667","0,9166666667"
"0,2307692308","0,9538461538","0,9538461538"
"0,2","0,9565217391","0,9565217391"
"0,2857142857","0,9487179487","0,9487179487"
"0,1666666667","0,9642857143","0,9642857143"
"0,2222222222","0,9583333333","0,9583333333"
"0,5714285714","0,9111111111","0,9111111111"
"0,09090909091","0,9830508475","0,9830508475"
0,1,1
"0,125","0,9655172414","0,9655172414"
"0,1428571429","0,9743589744","0,9743589744"
"0,25","0,9666666667","0,9666666667"
"0,1666666667","0,9705882353","0,9705882353"
"0,25","0,9736842105","0,9736842105"
"0,1111111111","0,9824561404","0,9824561404"
0,1,1
"0,375","0,9272727273","0,9272727273"
"0,07692307692","0,9836065574","0,9836065574"
"0,4285714286","0,9107142857","0,9107142857"
0,1,1
0,1,1
"0,4285714286","0,8888888889","0,8888888889"
"0,4","0,8518518519","0,8518518519"
"0,08333333333","0,9852941176","0,9852941176"
0,1,1
0,1,1
"0,1111111111","0,98","0,98"
0,1,1
"0,2222222222","0,9583333333","0,9583333333"
"1,75","0,5625","0,5625"
"0,5","0,8275862069","0,8275862069"
1,"0,8333333333","0,8333333333"
"0,4285714286","0,9459459459","0,9459459459"
"0,1818181818","0,9636363636","0,9636363636"
"0,375","0,9122807018","0,9122807018"
"0,1666666667","0,96","0,96"
"0,3333333333","0,9333333333","0,9333333333"
0,1,1
0,1,1
"0,1111111111","0,9782608696","0,9782608696"
0,1,1
0,1,1
0,1,1
"0,2","0,9545454545","0,9545454545"
"0,2307692308","0,9518072289","0,9518072289"
"0,2857142857","0,9375","0,9375"
"0,1111111111","0,9807692308","0,9807692308"
0,1,1
"0,5","0,8431372549","0,86"
0,1,1
0,1,1
0,1,1
1,"0,3333333333","0,3333333333"
0,1,1
inf,0,0
inf,0,0
"0,3","0,9538461538","0,9538461538"
"0,5","0,6363636364","0,6363636364"
"0,08333333333","0,9873417722","0,9873417722"
0,1,1
0,1,1
0,1,1
"0,125","0,9444444444","0,9444444444"
"0,3333333333","0,75","0,75"
"0,125","0,98",1
"0,375","0,9482758621","0,9482758621"
"0,25","0,96","0,96"
"0,3333333333","0,9545454545","0,9545454545"
"0,09090909091","0,9830508475","0,9830508475"
inf,0,0
"0,25","0,96875","0,96875"
"0,5714285714","0,880952381","0,880952381"
"0,5","0,8888888889","0,8888888889"
"0,2222222222","0,9166666667","0,9166666667"
"0,1428571429","0,9772727273","0,9772727273"
"0,2","0,9677419355","0,9677419355"
"0,1666666667","0,9705882353","0,9705882353"
"0,25","0,95","0,95"
1,"0,9655172414","0,9655172414"
"0,875","0,908045977","0,908045977"
"0,9090909091","0,8863636364","0,8863636364"
0,1,1
"0,8571428571","0,9220779221","0,9220779221"
"0,75","0,9411764706","0,9411764706"
"0,625","0,7959183673","0,7959183673"
0,1,1
"0,1818181818","0,8955223881","0,8955223881"
"0,4444444444","0,8222222222","0,8222222222"
0,1,1
0,1,1
"0,5","0,8125","0,8863636364"
"0,1","0,9841269841","0,9841269841"
"0,125","0,9818181818","0,9818181818"
"0,3","0,9","0,9"
0,1,1
0,1,1
"0,1111111111","0,9818181818","0,9818181818"
0,1,1
"0,2727272727","0,9242424242","0,9384615385"
"0,25","0,8695652174","0,9090909091"
"0,2727272727","0,9259259259","0,9259259259"
"1,5","0,7058823529","0,7058823529"
"0,2727272727","0,9491525424","0,9491525424"
0,1,1
"0,6666666667","0,9047619048","0,95"
"0,25","0,9642857143","0,9642857143"
"0,125","0,9761904762","0,9761904762"
0,1,1
0,1,1
"0,125","0,98","0,98"
0,1,1
"0,1","0,9814814815","0,9814814815"
0,1,1
"0,25","0,9565217391","0,9565217391"
"0,2222222222","0,9523809524","0,9523809524"
"0,125","0,9761904762","0,9761904762"
"0,4","0,9090909091","0,9090909091"
"0,3333333333","0,9333333333","0,9333333333"
"0,3076923077","0,9411764706","0,9411764706"
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
inf,0,0
0,1,1
0,1,1
0,1,1
inf,0,0
1,0,0
0,1,1
1,"0,7142857143","0,7142857143"
0,1,1
1,"0,6153846154","0,6666666667"
0,1,1
0,1,1
"0,5","0,6666666667","0,8333333333"
"0,6","0,6923076923","0,6923076923"
"0,5","0,6666666667","0,8571428571"
"0,1428571429","0,9803921569","0,9803921569"
0,1,1
0,1,1
"0,4545454545","0,9701492537","0,9701492537"
0,1,1
"0,07692307692","0,9887640449",1
"0,25","0,8928571429","0,8928571429"
"0,1666666667","0,9259259259","0,9259259259"
"0,2857142857","0,95","0,95"
"0,1666666667","0,9655172414","0,9655172414"
"0,3333333333","0,9444444444","0,9444444444"
"0,8571428571","0,8571428571","0,8571428571"
"0,3333333333","0,9545454545",1
"0,1666666667","0,9666666667","0,9666666667"
"0,125","0,9772727273","0,9772727273"
"0,1111111111","0,98","0,98"
"0,25","0,9545454545","0,9545454545"
"0,2","0,9583333333","0,9583333333"
"0,2","0,9666666667","0,9666666667"
"0,125","0,9756097561","0,9756097561"
0,1,1
"0,1428571429","0,9722222222","0,9722222222"
"0,1666666667","0,9552238806","0,9552238806"
"0,1818181818","0,9666666667","0,9666666667"
"0,2","0,9459459459","0,9459459459"
"0,1666666667","0,9666666667","0,9666666667"
0,1,1
"0,3333333333","0,9375","0,9375"
"0,3333333333","0,8717948718","0,8717948718"
"0,2","0,9322033898","0,9482758621"
"0,2222222222","0,9473684211","0,9473684211"
"0,1666666667","0,9642857143","0,9642857143"
"0,1111111111","0,9814814815","0,9814814815"
"0,1111111111","0,9777777778","0,9777777778"
"0,25","0,962962963","0,962962963"
0,1,1
0,1,1
0,1,1
"0,1428571429","0,9666666667","0,9666666667"
"0,25","0,9545454545","0,9545454545"
"0,3333333333","0,8876404494","0,9518072289"
"0,5","0,8372093023","0,9230769231"
1,"0,6111111111","0,6111111111"
"0,2222222222","0,9318181818","0,9318181818"
